id,TARGET_poverty,total_population,total_men,total_women,percent_hispanic,percent_white,percent_black,percent_native,percent_asian,percent_pacific,income_gross,income_per_capita,percent_employ_professional,percent_employ_service,percent_employ_office,percent_employ_construction,percent_employ_production,percent_travel_drive,percent_travel_carpool,percent_travel_walk,percent_travel_other,percent_work_at_home,total_employed,percent_employed_private,percent_employed_public,percent_employed_self,percent_employed_family,percent_unemployment
2723,8.8,27810,14086,13724,5.7,91.7,0.8,0.2,0.4,0,65500,31135,31.9,14.9,20,13.7,19.4,82.3,9.2,2.8,0.6,4.7,14665,80.2,12.8,6.8,0.2,3.9
2724,12.1,862127,415863,446264,17.2,64.1,12.3,0.1,3.9,0,64872,35085,41.3,17.7,23.5,7.1,10.3,78.4,8.4,3.6,1.3,4.2,425229,81,13.1,5.7,0.2,7.7
2725,19.1,446167,214073,232094,4,45.2,45.6,0.1,3.4,0,51436,30162,38.1,18.7,24.4,8.4,10.5,82.9,9.8,1.8,1.2,2.8,216397,78.6,16.7,4.5,0.1,6.9
2726,8.9,7776,3826,3950,4,93.2,0.5,0.2,0.1,0,51012,26136,30.2,19.2,22.6,12.5,15.5,77.8,8.1,4.7,1.3,7.8,4177,75.4,11.2,13.1,0.2,5.2
2727,22.9,17305,8393,8912,4.4,50.5,43.3,0.1,0.1,0,33579,19609,19.7,12.1,23.4,6.8,38.1,82,14.3,1.3,1.2,1.3,6746,77.5,16.6,6,0,7.6
2728,6.6,812970,394888,418082,4.6,77.4,8.7,0.1,7,0,80675,42275,49,13.1,23.6,6.5,7.8,79.1,6.9,2.7,0.8,5.2,418411,86.2,8.1,5.5,0.1,6.4
2729,22.9,43418,21123,22295,3,90.7,3.9,0.2,0.5,0,39658,20493,28.4,14.7,21.5,9.8,25.6,80.3,11.7,1.7,1,5.1,18377,79,13.6,7,0.4,7.6
2730,29.8,49392,24860,24532,1.6,56.9,37.1,0.1,2.9,0,37348,21322,44.8,19.2,19.6,6.6,9.8,80.2,12.4,2.4,0.8,3.8,20717,58.6,37.2,4,0.2,9.5
2731,17.9,13544,7180,6364,10.4,86.5,0.3,0.4,0.2,0,42689,25105,33.6,20.3,18.2,13.5,14.4,77.6,10.2,3.1,1.5,7.2,6080,61.1,27.8,10.9,0.3,6.8
2732,51.1,83418,39978,43440,99,0.7,0.1,0,0.1,0,14871,9930,28.6,23.9,28.1,10,9.3,82,9.1,4.1,1.2,2.2,21048,65.9,25.3,8.5,0.2,22.9
2733,10,37461,17595,19866,6.5,77.6,11.4,0.1,1.4,0.1,65595,44785,43.2,18.1,21.6,9.8,7.3,78.1,9.7,3.3,1.2,6.3,17863,75.5,14.7,9.7,0,4.4
2734,5.7,21721,10736,10985,2.3,77.3,17.7,0.2,1,0,79330,46366,46.6,14.9,22.4,8.8,7.4,84.6,7.7,0.4,1.1,5.7,10325,77.5,15.4,6.9,0.3,5
2735,13.7,98585,49929,48656,7.8,87,2.4,0.3,0.3,0.1,51339,25649,28.4,18.5,23.4,9.8,19.8,83,9.9,2.7,1,3.1,44355,82.5,12,5.4,0.1,5.9
2736,14,63360,31944,31416,9.1,84.7,2.7,0.5,0.5,0,47897,25267,31.4,19.1,23.5,10.6,15.4,82.4,9.1,2.5,2.4,3.4,29785,79.3,14.8,5.7,0.3,5
2737,20.7,13234,6643,6591,0.2,97,0.4,0,0,0,40680,18330,23.8,21.2,17.4,14.6,23,86.5,10.5,0.9,0.3,1.9,5060,75.7,18.4,5.8,0,12
2738,12,834,433,401,12.6,83.8,1.6,0,0.4,0,50385,33018,32.9,30.8,15.1,12.5,8.8,49.9,11.1,24.4,1.7,11.9,377,67.6,18.3,14.1,0,1.6
2739,20.5,103855,51125,52730,4.6,78.1,3.6,0.3,10,0,52624,28460,51.8,17.7,18,6.1,6.5,62.4,9.1,14.6,1.9,5.7,49291,78.4,13.6,7.8,0.2,5.9
2740,14.1,121289,59175,62114,1.5,94.9,0.8,0.6,0.9,0,50116,27336,37.1,17.8,25.5,9.9,9.8,80.1,9.3,4.4,1.1,4.8,58332,73.1,19.7,7.1,0.1,5.7
2741,17.3,84840,40635,44205,2.6,66.4,28.9,0.2,0.8,0,45985,23968,31,15.4,25.1,7.5,21,87.7,8.1,1.1,0.8,2.1,38185,83.2,12.1,4.7,0.1,6.3
2742,13.5,9253,5086,4167,5.8,64.5,0.1,26.5,0.7,0,68188,38061,33.4,20.5,19,13.3,13.7,78.3,9.3,4.3,1.4,6.3,4607,58.2,27.2,12.1,2.4,4.7
2743,20.8,19245,9491,9754,69.8,27.8,0.8,0.6,0.3,0,43373,18846,26.8,13.8,20.4,17,22,81.6,13.9,1.1,0.6,2.6,8501,78,13.6,7.9,0.5,5.4
2744,8.6,143723,70172,73551,6.2,70.1,16.3,0.2,4,0,74162,31720,42.9,17.2,22.6,8.2,9.1,86.6,9.4,0.3,0.6,3,63139,74.8,20.3,4.9,0.1,5.8
2745,12.9,4254,2129,2125,1.5,96.8,0.1,0.4,0,0,44612,25951,37.4,15.4,21.3,13.2,12.6,73,13.1,5.3,0.7,7.8,2268,68.8,16.4,14.6,0.2,1.4
2746,16.4,9868,4983,4885,11.2,84,1.7,0.3,0.6,0.2,48333,23355,34.7,18.3,17.5,14.7,14.8,78.7,12.2,5.9,0.8,2.2,4760,77.5,16.2,6.1,0.3,6.5
2747,9,223945,112006,111939,15.5,63,8.3,0.3,9.9,0.1,105763,63579,68,10.9,14.9,3.5,2.7,54.2,6,4.9,2.7,5.8,141305,70.2,25.4,4.3,0.1,3.7
2748,56.2,30114,14631,15483,99.3,0.3,0.1,0,0.3,0,15240,8286,23.2,27.9,22.2,15.1,11.6,84,5.9,6,2.3,1.3,7804,61.6,32.4,6,0,12.1
2749,7,1501373,739210,762163,17.8,69.6,7.1,0.1,3.7,0,88663,37634,37.8,17.5,25.7,9.4,9.5,79.3,7.9,1.6,1.2,3.5,735010,77.1,18.1,4.7,0.1,6.4
2750,6.4,7206,3694,3512,3.2,92.8,0.2,2.4,0.1,0,53504,31244,30.1,16,22.5,18.1,13.3,79,9.9,5.3,0.8,4.9,3694,71.9,16.5,11.5,0.2,3.5
2751,11.6,36520,17917,18603,2.2,95.2,0.8,0.3,0.8,0,50063,24222,27.4,16.6,21.5,9.1,25.4,85.5,6.9,3.5,0.5,3.4,18256,85,9.5,5.4,0.1,3.9
2752,18,17164,8323,8841,1.9,73,22.7,0,0.1,0,41081,22894,26,16,25.5,13.4,19.1,79.9,12.8,1.9,1.7,3.5,7242,72.3,20.2,6.9,0.5,6.8
2753,19.7,73170,35843,37327,10,84.5,3.6,0.3,0.6,0,36164,20330,27.7,18.4,22.1,13.9,17.9,84.9,10.2,0.7,0.7,2.8,30107,79.7,13.8,6.2,0.3,6.9
2754,20.2,13838,8648,5190,21.7,56.5,18.6,0.2,0.3,0.1,39390,15894,25.6,23.4,20.3,19.8,11,76.3,12.3,7.6,1.7,2.1,4194,65.1,22.4,11.8,0.7,5.7
2755,9.5,25599,12776,12823,1.1,96.2,1.5,0,0.4,0,60992,30763,31.7,17.6,19.4,10.9,20.3,89.6,4.9,0.9,1.1,3.5,12454,83.5,12,4.5,0,3.4
2756,15.8,48054,24068,23986,3.2,64.3,11.4,14.5,0.2,0.1,45443,22935,30,17.1,21.8,14,17.1,84.6,10.5,1.4,1,2.2,19274,77,17.1,5.9,0,7.1
2757,25.2,73810,36303,37507,5.7,89.3,2.4,0.1,1.1,0,35343,21835,33.1,20.6,23,8.9,14.4,89.1,6.7,0.9,0.7,2.5,30346,75.7,15.3,8.6,0.4,8.4
2758,16.3,9291,4716,4575,3.7,91.8,0.1,1.1,0.4,0.1,41512,26763,35.2,21.6,19,17,7.2,67.2,9.5,11.5,2.2,9.5,4615,66.9,20.9,11.7,0.5,6.5
2759,19.9,107723,54651,53072,2.6,85.8,6.2,0.2,1.9,0,42030,22932,32.5,21,22.1,7.3,17.1,82.1,9.4,3.1,1.3,2.9,47559,83,13.5,3.5,0.1,7.9
2760,24.6,65531,31409,34122,18.5,60.4,18,0.4,1.6,0,39538,21113,33.7,17.3,22.6,11.3,15.1,79.3,11.7,4.1,1.7,3,27638,72,20,7.9,0.1,8.6
2761,25.5,30551,16697,13854,32.7,62.2,0.9,0.5,1.6,0,35418,16867,28.6,22.9,17.6,15.4,15.5,74.6,12,5.6,1.6,6,10595,70.6,19.1,9.8,0.5,11.2
2762,8.6,5613,2811,2802,2.8,95.4,0.4,1,0,0,56954,30086,35.8,15.7,20.8,14.6,13,74.9,8.3,3.5,0.5,12.5,2974,74.9,9.4,15.2,0.5,2.1
2763,11.6,15948,8101,7847,1.5,95.2,0.4,0.9,0.5,0,50509,26345,27.6,21.6,18.8,14.3,17.6,79,12.8,2.2,1.5,4,7655,78.8,14.1,7,0.1,5.2
2764,14.2,102623,50888,51735,8.2,78.2,10.5,0.2,0.9,0,52393,24931,29.9,16.6,22.8,12.1,18.6,81.9,9.7,0.7,1.6,5.3,46890,81.4,13,5.4,0.2,6
2765,14.7,21467,11832,9635,3,86.3,8.7,0.3,0.6,0,45864,23929,24.1,20.8,18,16.8,20.3,84.8,11.2,1,0.3,2.3,8236,80,15.3,4.7,0,6.7
2766,12.5,7433,3642,3791,3.5,94.4,0,0.6,0.2,0,43008,25469,29.4,19.9,21.6,10.4,18.6,76.6,9.2,5.9,0.2,7.3,3734,71.8,12.1,15.8,0.3,4
2767,10.6,12471,6256,6215,0.5,96.8,1,0,1,0,50196,25648,24.4,15.7,17.2,14.2,28.5,85.9,10.7,1,0.5,1.7,5922,88.8,9.5,1.7,0.1,3.8
2768,10.3,24492,12201,12291,3.5,87.6,6,0.6,0.4,0,60600,27521,25.7,19.1,26.6,17.9,10.7,84.9,9.5,1.1,0.9,3.3,11913,76.4,18.5,5,0.1,6.6
2769,33,64974,32482,32492,1.8,90.1,2.3,0.2,3.3,0,33872,17868,36.7,24.2,22.5,8.3,8.3,69.7,7.9,14.8,2.3,4.5,26794,63.9,31.3,4.5,0.3,10.9
2770,16.3,14592,7172,7420,3.4,86.5,0.2,0.9,0,0,45408,21818,26,18.6,23.3,16.2,15.8,79.9,14.4,0.9,0.6,3.8,5676,71.7,16.3,11.8,0.1,9
2771,29.2,22645,10752,11893,3.1,47,49.1,0,0.3,0,38707,19720,28,18.1,19.8,14.8,19.4,87.7,7.8,0.7,1,2.7,8671,77.2,17,5.6,0.2,5.8
2772,11.9,9191,4553,4638,3.2,93.3,0.7,0.3,0.3,0,44199,25579,31.6,18.3,21.8,10.1,18.3,79.7,9.6,3.2,1.9,5.2,4668,74.3,17.1,8.3,0.3,5
2773,11.8,41446,22442,19004,3.2,89.8,5.4,0.2,0.4,0,52564,23960,27.5,17.7,23.3,14.9,16.6,82.7,9.2,3.7,1.6,2.5,18495,73.5,20.1,6.2,0.2,7.4
2774,11.4,6331,3576,2755,6,86.1,3.8,1.8,0.6,0,48550,24102,34.1,20.8,18.7,12,14.4,77.2,10.4,4.8,2.3,4.8,2730,73.5,18.5,7.5,0.4,3
2775,25.5,63873,31398,32475,17.9,52.4,25.6,1.5,0.4,0,35490,19063,24.6,16.4,20.6,18.4,20,79.3,15.1,1.4,0.6,3,26833,78.8,13.9,7,0.3,10.4
2776,8.2,110979,55420,55559,4.8,75.1,14.2,0.2,2.8,0,86508,37528,44.8,16.3,19.9,11.4,7.7,82.6,9.4,2.4,1,2.5,54121,64.6,31.1,4.2,0.1,4.2
2777,21.9,8700,4253,4447,1.5,88,0.5,7.6,0,0,34805,19372,24.7,22.6,21.2,15.5,16.1,80,13.5,1.9,0,4.5,2947,69.7,22.8,5.9,1.5,11.1
2778,17.9,21107,10360,10747,3,95.1,0.3,0.1,0.5,0,42878,20193,22.4,15.6,16.3,14.2,31.4,79.2,10,2.2,2.2,5.9,9315,81.3,9.6,8.4,0.7,6.1
2779,20.6,41499,20257,21242,0.6,97.6,0.4,0.1,0.1,0,36318,19867,30.1,20.7,23.6,9.6,16.2,86.7,8,1.1,1.3,2.7,14542,77.3,18.3,4.4,0,9.9
2780,13.9,38761,19129,19632,16.9,77.1,2.4,0.8,0.7,0.1,52406,26742,27.6,22.6,19.1,11.4,19.3,75.4,18.3,1.3,0.9,3.9,18012,76.9,14.8,8.1,0.2,7
2781,14.5,3780,1888,1892,6.5,84.9,0.1,1.8,0,0.1,50739,26257,28.9,12.6,27.4,17.7,13.4,77.1,8.5,3.7,0.6,9.9,1698,59.1,26.6,11.7,2.5,0.8
2782,16,148798,73478,75320,14.2,81.8,0.7,0.6,0.7,0.1,51971,27612,33.8,18.4,23.7,12.5,11.6,77.9,9.2,3.7,2.6,6.2,68918,79.2,14.2,6.3,0.4,8
2783,8.9,2790,1396,1394,5.6,90.6,0,0.4,0,0,49926,28549,34,12.7,23.2,15,14.9,76.1,11.2,4.2,0.6,7.9,1398,60.7,24.8,14.4,0.1,3
2784,15.2,16052,8163,7889,3.8,91.8,0.3,1.2,0.7,0.2,41098,24360,36.7,14.2,22.5,13.8,12.8,72.3,11.2,5.9,3.1,7.3,6376,71.2,19.1,9.5,0.3,10.1
2785,17.5,3858,1826,2032,31,64.5,3.2,0,0.5,0.2,41406,26855,28.9,19.8,22.4,17.6,11.3,82.5,10.4,4,0.8,2.3,1767,72,18.1,9.4,0.5,7.2
2786,13.2,7585,3639,3946,3.1,53.2,40,0.4,1.6,0.2,35794,18309,18.6,22.9,18.9,12.6,26.9,75,15.4,5.6,2.2,1.9,2910,72.2,23.7,3.8,0.3,6.4
2787,5.6,219916,110375,109541,2.4,87.8,3.3,0.1,4.5,0,74379,34271,46.2,13.7,23.5,5.9,10.7,87.3,6.2,0.8,0.5,4.6,105433,83.9,10.7,5.2,0.1,6.1
2788,17.3,36598,18631,17967,3.7,80,12.7,0.6,0.4,0,47350,24551,29.2,16.2,21.2,18.2,15.3,80.6,12,1.8,3.6,1.6,14174,76.5,18.2,5.2,0.1,7.4
2789,12.4,30177,14739,15438,1.3,95.8,0.3,0.4,0.5,0.1,45541,24162,32,20.4,22.3,12.7,12.5,76,10.4,6.1,1.2,6,14426,74.3,15.5,10,0.2,6.1
2790,16.5,36012,17533,18479,1,96.3,0.8,0.1,0.4,0,47517,25378,36.2,16.1,24,10.5,13.3,86.3,10.1,1.2,0.2,1.8,13651,79.2,15.6,5,0.2,8.7
2791,9,2632,1330,1302,2.7,94.6,0.1,0.9,0.8,0,50817,29352,39.5,13.4,21.1,13.1,12.9,66.8,12.2,8.5,1.8,10.7,1295,61.9,19.5,18.5,0.2,1.2
2792,21,94738,46771,47967,13.3,81.8,2.2,0.5,0.6,0.1,41104,22710,28.3,15.6,22.1,13.1,20.9,84.8,10.8,1.3,0.4,2.4,38456,79.2,13.5,7.2,0.2,6.5
2793,22.1,18168,10723,7445,78.1,17,3.9,0,0.4,0,36404,17017,18.5,27.3,20.2,18.7,15.3,84.1,10.9,2.7,1.6,0.6,6618,81.1,15.4,3.4,0.1,5.2
2794,22.8,18248,8544,9704,4.2,45.2,49,0.1,0,0,34182,19027,25,17.5,19.4,9.5,28.6,88.3,7.6,0.5,1.2,2.4,7194,75.7,17.6,6.2,0.6,10.5
2795,16.4,191215,92287,98928,3.3,77.8,16.2,0.2,0.8,0,42143,22400,30.3,16.5,25.3,9.5,18.4,86.5,8.1,1.2,1.5,2.4,81226,81.2,13.1,5.5,0.2,9.2
2796,9.3,10578,5426,5152,1.4,95.8,1,0.5,0,0,56078,32319,42,18.2,15.7,9.4,14.7,76.7,11,4.3,1.9,6.1,4803,78.2,16.5,5.3,0,3.8
2797,29.8,71886,34036,37850,99.6,0.4,0,0,0,0,30140,15409,37.4,16.9,30,8.4,7.3,81.6,9.3,1.4,2.9,3.2,28059,68.9,21,10.1,0,7.9
2798,10,9046,4409,4637,2.7,95.1,0.1,0.1,1.3,0,52529,27968,35.7,16.6,19.3,10.4,18.1,78.3,8.9,4.3,2.1,6.2,4506,76.2,13.5,10.1,0.2,6.2
2799,20.3,37971,18706,19265,10.5,85,3.4,0.3,0.1,0,37796,21372,26,16.5,22.5,12.8,22.1,82.4,12,1,1.2,3.4,15747,81.2,11.4,7.3,0,8.3
2800,8.8,731851,360112,371739,18.8,62.1,8.7,0.3,7.3,0.1,75050,34914,43.9,14.6,26.6,6.4,8.5,80.9,9.3,1.2,1.3,6.2,387884,82.2,11.9,5.7,0.1,5.7
2801,14.2,22636,11796,10840,3.3,90.2,2,2.2,0.6,0.2,48176,27044,32.7,19,23,8.5,16.7,81.2,8.7,4.3,1.2,3.9,11348,77.2,14.8,7.9,0.1,3.6
2802,18.1,178919,87753,91166,9.6,80.4,1.1,2.2,2.9,0.1,47258,26455,31.7,21.9,26.3,10.5,9.5,82,7.5,2.2,1.9,5.8,72195,73.3,16.5,10,0.2,6.8
2803,23.1,8290,4098,4192,2.1,92.6,2.7,0.5,0.2,0,39401,18234,20.7,17.8,19.6,18.1,23.9,82,11.5,3.6,1.2,1.3,2997,66.8,19.2,13.9,0.1,8.1
2804,22.5,127362,62180,65182,13.7,70.4,6.7,1.1,4.3,0,40932,23916,29.4,18.1,23.6,9.9,19,82.3,11.5,1.8,1.8,2.3,55376,85.3,9.9,4.6,0.2,5.6
2805,15.1,29190,14352,14838,1.1,94.1,3.6,0.1,0.7,0,41360,23770,27.8,18.9,23,8.7,21.6,82.6,11.2,1.5,0.8,3,12631,79.1,15.5,5.2,0.2,9.6
2806,18.1,12385,6303,6082,0.7,73.5,23.3,0.1,1.1,0,41032,22212,25.9,19.6,23.3,16.1,15.1,89.1,6.7,0.7,1.3,1.5,4604,72.2,23.3,4,0.5,12.6
2807,14.5,17971,8853,9118,16.9,79.4,1.4,0.4,0.4,0,44674,24658,28.5,18.1,21.8,15.6,16,78.3,12.8,3.1,0.8,4.8,7165,75.7,12.8,11.2,0.4,7.9
2808,8.1,1945,943,1002,1.4,96.6,0.3,0.3,0.3,0,51458,32180,38.2,18.9,15.7,18.7,8.5,60,11.4,12.8,0.7,15.1,952,58.4,11.8,27.8,2,2.2
2809,21.9,128850,62548,66302,4.1,63.5,29.4,0.3,0.7,0,45901,23520,29,19.2,26,12.1,13.7,78.7,14.6,1.5,1.6,3.2,55791,79.4,15.1,5.4,0.1,8.9
2810,17,45909,22902,23007,2.2,95.1,0.7,0.4,0.4,0,46160,23831,27.9,16.5,19.5,10.1,26,80.3,9,4.5,0.9,5.1,19345,82.6,10.1,7.1,0.2,6.1
2811,9.1,1548,731,817,0.2,94.9,0,3.5,0.8,0,45170,30998,43.3,20,17.1,8.3,11.3,72.7,6.6,7.3,1.2,12.2,755,59.9,15.8,24.4,0,1.4
2812,12.7,4360,2322,2038,1.9,90.5,4.9,0.2,1,0,41139,22191,22.1,25.6,16.8,14.3,21.3,82.9,6.2,1.7,2.4,5.9,1330,76.1,16.7,7.2,0,9.1
2813,10.1,29619,16066,13553,4.5,86.8,1.8,4.1,0.3,0.1,88013,43946,29.9,13.4,20,20.5,16.3,80.9,9.6,4.7,1,3.9,16193,78.3,11.2,10.3,0.2,1.7
2814,9.5,6647,3273,3374,2.8,93.8,1,1.2,0.5,0,47429,24332,32.1,17,22.7,16.1,12.1,81.8,7.9,3.3,0.7,6.5,3046,75.5,14.1,9.6,0.8,3.3
2815,8,2329,1172,1157,0.4,96.6,1.2,0.9,0.2,0,48355,29639,32.5,14,27.3,14,12.1,76.7,6.6,5.5,0.9,10.3,1203,70.6,11.1,17.4,0.9,2
2816,16.4,13821,6953,6868,1.8,95,0.7,0.5,0.6,0.1,42666,22891,26.1,22.9,22.5,11,17.4,77.3,12.9,4,1.4,4.2,5107,75.9,16.6,7.1,0.5,10.4
2817,16.5,32785,15971,16814,6.9,76.3,13.2,0.1,0.6,0,52469,25355,27.6,21.5,22,16.8,12.2,83.7,8.6,2.4,1.7,2.6,15674,75.1,16.8,8,0.1,6.5
2818,23.6,56941,27856,29085,1.6,95.3,1.3,0.3,0.3,0,33213,19166,27.6,21.7,22.8,11.7,16.2,84.6,8.1,1.1,1.6,4.1,23210,74.7,17.2,8,0,8.1
2819,15,160727,78915,81812,8.1,83.8,3.4,0.2,1.2,0,50324,25219,30,17.5,22,9.3,21.2,82,10.1,2.1,1.2,4.1,75824,83.6,11.7,4.5,0.1,8.5
2820,11.5,65251,33283,31968,7.9,83.6,4.7,0.4,2.2,0,63311,28603,35.6,17.2,20.6,9.7,16.9,73,7.8,3.5,1.7,13.5,34378,82.5,11,6.3,0.2,3.6
2821,29.9,16296,9360,6936,1.4,45.6,51.2,0.2,0,0,26877,16384,24.8,21.4,17.7,16.1,20.1,84.7,9.2,3.8,0.3,2,5311,70.1,22.1,7.4,0.5,9.4
2822,15.4,66248,35790,30458,1.5,92,4.3,0.2,0.5,0,42873,20944,26.1,23.4,22.3,11.4,16.8,84.2,12.6,1.1,0.6,1.5,26288,76,19.6,4,0.4,6.5
2823,20.6,4486,2239,2247,24.3,74.8,0,0.2,0,0,40125,26749,29.5,17.1,26.5,16.3,10.7,73.4,19.8,1.6,2.3,3,2129,68.3,18,13.1,0.6,7.6
2824,21.4,24098,11808,12290,2.8,87.4,5.6,0.2,0.1,0,37487,18361,24.3,18.9,21.2,15.1,20.5,82.8,11.5,1.4,0.6,3.6,9492,79.3,13.1,7.5,0.1,5.4
2825,10.4,83028,40265,42763,2.8,93.7,0.6,0.3,0.5,0.1,55761,26628,35.9,16.8,26.9,9.6,10.9,84.7,8.5,0.8,1.4,4.5,39399,83,10.6,6.3,0.1,5.3
2826,17,15319,7601,7718,1.3,94,2.3,0.3,0.4,0,38903,20890,27.9,17.3,21.2,14.2,19.4,81.4,10,2.6,1.8,3.3,6388,76.1,15.3,8.3,0.3,7.4
2827,10.3,847834,419536,428298,42.3,46.1,1.6,0.3,7,0.1,81972,35771,37.8,17.1,23.3,11.7,10,78.2,11.5,1.8,1.5,5.7,410179,77.8,13.7,8.4,0.1,6.6
2828,30.5,8273,4048,4225,1.8,94.2,0.1,1.4,0,0,31202,17903,24.3,14.8,13.1,16.5,31.3,82.3,9.1,1.6,1.7,4.5,2901,70.3,21.3,8,0.4,8.1
2829,20.5,20000,10206,9794,14.8,58.2,26,0.1,0,0,38827,20430,21.9,14.8,21.3,19.4,22.7,77.6,12.2,1.8,1.7,4.8,8107,78.5,13.8,6.6,1.2,9
2830,17.5,53457,28172,25285,15.7,64.9,17.4,0.4,0.6,0,46173,22272,24.2,18,22.1,17.1,18.6,85.7,8.3,1.4,0.7,3.6,21219,79.2,12.8,7.9,0.1,4.9
2831,10.7,1702,864,838,6.6,90.4,0.1,2.3,0,0.4,51765,29768,29.8,18.6,20.9,22.4,8.2,86.7,5,3.8,1.3,3.2,885,55.5,23.6,20.9,0,3.5
2832,17.5,105196,52977,52219,2.7,81.6,12,0.3,0.7,0,44103,22922,26.9,20.4,22.7,8,22,86.6,8.9,1.4,0.9,1.7,47604,85.2,10.5,4.1,0.2,9.2
2833,11.5,153692,75474,78218,5.2,87.4,0.6,4.1,0.7,0.1,52802,29576,33.1,18.9,25.3,12.1,10.7,80.5,10.5,2.8,1.5,3.7,78572,82.3,10.6,6.9,0.2,4.1
2834,25.3,24625,11649,12976,0.2,53,45.7,0.1,0.5,0.1,33827,20765,21.6,14.3,24.8,13.7,25.6,83.7,11.9,0.7,2.7,0.9,7933,83.1,11.8,5.1,0,15.2
2835,15.4,17603,8643,8960,1.1,97.2,0.6,0.2,0.4,0,47873,26344,28.2,17.4,19.6,9.2,25.6,83.1,10.1,1.4,0.4,4.7,8052,79.1,13.4,7.3,0.2,7.4
2836,28.8,15120,7324,7796,3.6,62.3,11.4,12,0.5,0.1,30617,18269,27.8,23.2,19.3,13.5,16.3,82,10.2,1.9,2,2.8,5308,71.6,20.4,7.8,0.1,8.9
2837,5.5,4204,2121,2083,0.7,97.8,0,0.2,0,0,48098,30514,33.3,14.6,21.8,16,14.3,70.4,8.6,6.7,1.2,13.1,2055,67.8,15.6,16.1,0.5,1.3
2838,12.2,557016,269719,287297,7.3,82.8,3.5,0,2.2,0,62514,32406,36.2,18.8,23.2,9.5,12.3,81.8,8.6,2.5,0.9,3.4,278538,82.2,12.9,4.8,0.1,6.9
2839,18.7,12700,6103,6597,8.8,65.8,23,0.9,0,0,39453,20900,27.7,19.8,20.7,6.6,25.1,87.1,6.7,0.2,0.4,5.4,4588,75.3,17.5,7.1,0,12.7
2840,27.8,28399,13781,14618,10.8,49.9,38.5,0.5,0.3,0,33601,20520,24.1,16.4,21.1,15.8,22.6,79.2,17.2,0.8,0.9,1.6,10960,80.5,14,5.3,0.2,10.9
2841,9.3,905161,435878,469283,17.4,13.3,62.3,0.2,4.3,0,78607,34391,38.7,20.6,22.2,9.8,8.7,66.5,11.3,2,1.4,2.8,476889,69.6,26.4,3.9,0.1,7.3
2842,15.2,12086,6149,5937,2.2,94.1,0.6,0.3,1.1,0,54535,29610,30.8,18.5,23.9,8.8,17.9,76.1,7.8,6.5,1,8.5,6468,74.6,15.1,10.1,0.2,4.4
2843,11.5,11468,5807,5661,0.8,94.5,0.2,1.5,0.7,1.5,40881,26111,39.6,17,18.8,13,11.7,72.5,8,8.8,2.4,7.6,5579,67.7,20.2,11.9,0.2,3.1
2844,12.1,889954,435401,454553,20.7,39.3,25.9,0.2,11.2,0,64496,27945,37.3,16.1,26.3,10.1,10.2,79.1,11.6,1.1,1.3,5.8,439634,82.9,10.6,6.2,0.3,5.8
2845,15.8,9033,4911,4122,5.9,85,3.2,1.3,0.5,0.1,55315,26700,28.2,22.8,22.7,13.7,12.6,82.7,7.3,4.1,0.9,5,4365,69,21.4,9.5,0.1,2.8
2846,9.5,11502,5965,5537,2.1,93.4,0.1,1.2,0.2,0,60842,30886,43.1,16.8,17.8,14.3,8,76.9,11.2,4.1,1.4,6.3,5295,62.1,27.8,9.6,0.6,6.6
2847,13.7,20369,10254,10115,25,61.4,2.6,0,8.9,1.3,52784,26345,26.3,17.1,18,8.6,29.9,71.6,15.9,5.3,1.6,5.5,10658,81.2,9.9,8.7,0.3,4.9
2848,16.1,9810,5239,4571,9.1,74.9,5.6,4.9,0.3,0,41972,19576,34.6,17.1,26.1,9.4,12.8,86.3,5.5,1.6,1.1,5.4,3270,65.6,22.6,10.8,1.1,3
2849,13.8,39422,19553,19869,2.6,93.7,1.6,0.1,0.4,0.2,51857,23922,29.5,16.1,24.6,13,16.7,84.9,9.9,0.4,0.6,3.9,18572,76,14.5,9.2,0.3,7.8
2850,15,11096,7455,3641,15.3,59.1,17.9,0.8,2.5,0.2,46096,22774,31.9,18,21.6,14.3,14.1,49.2,9.5,9.8,1.9,29.2,2210,55.6,39.3,4.9,0.2,15.2
2851,8.6,7168,3481,3687,2.3,94.6,1,0.6,0.5,0,49656,27087,31,19.6,22.5,12.7,14.1,77.4,10.4,6.5,0.8,4.9,3481,62.3,27,10.6,0.1,8
2852,9.8,16231,8009,8222,2.5,95.6,0.8,0,0.2,0,58077,29881,30.3,18,22,11.5,18.2,79.6,10.2,3.9,0.6,5.5,8623,76.2,14.4,9.1,0.2,2.1
2853,11.6,9451,4783,4668,2.2,89.6,0,7.1,0.1,0,55686,31777,33.8,18.1,19.1,17.2,11.8,72.6,11.2,5.7,0.5,9.5,4541,65.8,17.9,15.4,0.9,1.6
2854,18.7,44961,22859,22102,4.5,70.4,3.3,9,0.5,0,42576,23311,28.6,19.6,22.6,13.5,15.7,83.4,11.6,1.1,0.8,2.7,18459,69.5,24.7,5.8,0,6.2
2855,11.2,17620,9267,8353,1.8,88.2,6.5,0.3,0.3,0.1,46547,22371,31.3,20.4,23.6,10.4,14.3,83.4,9.6,2,1.2,3.7,7804,78.1,14.6,7.2,0.1,5
2856,12.6,4195,2221,1974,2.8,83.1,0.1,9.9,1.3,0.1,69732,41849,31.3,18.5,16,18,16.1,66.2,12.8,4.8,1.9,13.5,2078,65,16.8,16.3,1.9,4.3
